"result_name","result_value","result_interpretation","interpretation","sens_interpretation","yearrec","siteID","accessionID"
"Ceftiofur","<= 0.2500","Susceptible","Susceptible","Susceptible",2019,"Site 13","8264"
"Clindamycin","> 16.0000","Susceptible","Resistant","Resistant",2019,"Site 13","8264"
"Enrofloxacin","0.25","Susceptible","Susceptible","Susceptible",2019,"Site 13","8264"
"Florfenicol","2","Susceptible","Susceptible","Susceptible",2019,"Site 13","8264"
"Gentamicin","4","Susceptible","Susceptible","Susceptible",2019,"Site 13","8264"
"Neomycin","8","Susceptible","Susceptible","Susceptible",2019,"Site 13","8264"
"Penicillin","<= 0.1200","Susceptible","Susceptible","Susceptible",2019,"Site 13","8264"
"Sulphadimethoxine","> 256.0000","Susceptible","Resistant","Resistant",2019,"Site 13","8264"
"Spectinomycin","16","Susceptible","Susceptible","Susceptible",2019,"Site 13","8264"
"Tetracycline","> 8.0000","Susceptible","Resistant","Resistant",2019,"Site 13","8264"
"Tiamulin","1","Susceptible","Susceptible","Susceptible",2019,"Site 13","8264"
"Tilmicosin","> 16.0000","Susceptible","Resistant","Resistant",2019,"Site 13","8264"
"Trimethoprim Sulphamethoxazole","<= 2.0000","Susceptible","Susceptible","Susceptible",2019,"Site 13","8264"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2019,"Site 13","5609"
"Ceftiofur","<= 0.2500","Susceptible","Susceptible","Susceptible",2019,"Site 13","5609"
"Clindamycin","> 16.0000","Susceptible","Resistant","Resistant",2019,"Site 13","5609"
"Enrofloxacin","0.25","Susceptible","Susceptible","Susceptible",2019,"Site 13","5609"
"Florfenicol","2","Susceptible","Susceptible","Susceptible",2019,"Site 13","5609"
"Gentamicin","4","Susceptible","Susceptible","Susceptible",2019,"Site 13","5609"
"Neomycin","16","Susceptible","Resistant","Resistant",2019,"Site 13","5609"
"Penicillin","<= 0.1200","Susceptible","Susceptible","Susceptible",2019,"Site 13","5609"
"Sulphadimethoxine","> 256.0000","Susceptible","Resistant","Resistant",2019,"Site 13","5609"
"Spectinomycin","16","Susceptible","Susceptible","Susceptible",2019,"Site 13","5609"
"Tetracycline","> 8.0000","Resistant","Resistant","Resistant",2019,"Site 13","5609"
"Tiamulin","2","Susceptible","Susceptible","Susceptible",2019,"Site 13","5609"
"Tilmicosin","> 16.0000","Resistant","Resistant","Resistant",2019,"Site 13","5609"
"Trimethoprim Sulphamethoxazole","<= 2.0000","No Interpretation","Susceptible","Susceptible",2019,"Site 13","5609"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2019,"Site 13","5387"
"Ceftiofur","<= 0.2500","Susceptible","Susceptible","Susceptible",2019,"Site 13","5387"
"Clindamycin","<= 0.2500","Susceptible","Susceptible","Susceptible",2019,"Site 13","5387"
"Enrofloxacin","0.5","Susceptible","Susceptible","Susceptible",2019,"Site 13","5387"
"Florfenicol","1","Susceptible","Susceptible","Susceptible",2019,"Site 13","5387"
"Gentamicin","<= 1.0000","Susceptible","Susceptible","Susceptible",2019,"Site 13","5387"
"Neomycin","8","Susceptible","Susceptible","Susceptible",2019,"Site 13","5387"
"Penicillin","<= 0.1200","Susceptible","Susceptible","Susceptible",2019,"Site 13","5387"
"Sulphadimethoxine","<= 256.0000","Susceptible","Susceptible","Susceptible",2019,"Site 13","5387"
"Spectinomycin","16","No Interpretation","Susceptible","Susceptible",2019,"Site 13","5387"
"Tetracycline","> 8.0000","Resistant","Resistant","Resistant",2019,"Site 13","5387"
"Tiamulin","1","Susceptible","Susceptible","Susceptible",2019,"Site 13","5387"
"Tilmicosin","4","Susceptible","Susceptible","Susceptible",2019,"Site 13","5387"
"Trimethoprim Sulphamethoxazole","<= 2.0000","No Interpretation","Susceptible","Susceptible",2019,"Site 13","5387"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2021,"Site 13","7222"
"Ceftiofur","<= 0.2500","Susceptible","Susceptible","Susceptible",2021,"Site 13","7222"
"Clindamycin","> 16.0000","Resistant","Resistant","Resistant",2021,"Site 13","7222"
"Enrofloxacin","0.5","Susceptible","Susceptible","Susceptible",2021,"Site 13","7222"
"Florfenicol","2","Susceptible","Susceptible","Susceptible",2021,"Site 13","7222"
"Gentamicin","4","No Interpretation","Susceptible","Susceptible",2021,"Site 13","7222"
"Neomycin","16","Resistant","Resistant","Resistant",2021,"Site 13","7222"
"Penicillin","<= 0.1200","Susceptible","Susceptible","Susceptible",2021,"Site 13","7222"
"Sulphadimethoxine","<= 256.0000","Susceptible","Susceptible","Susceptible",2021,"Site 13","7222"
"Spectinomycin","16","No Interpretation","Susceptible","Susceptible",2021,"Site 13","7222"
"Tetracycline","> 8.0000","Resistant","Resistant","Resistant",2021,"Site 13","7222"
"Tiamulin","1","Susceptible","Susceptible","Susceptible",2021,"Site 13","7222"
"Tilmicosin","> 16.0000","Resistant","Resistant","Resistant",2021,"Site 13","7222"
"Trimethoprim Sulphamethoxazole","<= 2.0000","No Interpretation","Susceptible","Susceptible",2021,"Site 13","7222"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2015,"Site 14","9046"
"Ceftiofur","<= 0.2500","Susceptible","Susceptible","Susceptible",2015,"Site 14","9046"
"Chlortetracycline","> 8.0000","Resistant","Resistant","Resistant",2015,"Site 14","9046"
"Clindamycin","> 16.0000","Resistant","Resistant","Resistant",2015,"Site 14","9046"
"Enrofloxacin","0.5","Susceptible","Susceptible","Susceptible",2015,"Site 14","9046"
"Florfenicol","1","Susceptible","Susceptible","Susceptible",2015,"Site 14","9046"
"Gentamicin","2","Susceptible","Susceptible","Susceptible",2015,"Site 14","9046"
"Neomycin","<= 4.0000","Susceptible","Susceptible","Susceptible",2015,"Site 14","9046"
"Oxytetracycline","> 8.0000","Resistant","Resistant","Resistant",2015,"Site 14","9046"
"Penicillin","<= 0.1200","Susceptible","Susceptible","Susceptible",2015,"Site 14","9046"
"Sulphadimethoxine","> 256.0000","Resistant","Resistant","Resistant",2015,"Site 14","9046"
"Spectinomycin","16","No Interpretation from Sensititre","Susceptible","Susceptible",2015,"Site 14","9046"
"Tiamulin","1","Susceptible","Susceptible","Susceptible",2015,"Site 14","9046"
"Tilmicosin","> 64.0000","Resistant","Resistant","Resistant",2015,"Site 14","9046"
"Trimethoprim Sulphamethoxazole","<= 2.0000","Susceptible","Susceptible","Susceptible",2015,"Site 14","9046"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2018,"Site 15","2742"
"Ceftiofur","<= 0.2500","Susceptible","Susceptible","Susceptible",2018,"Site 15","2742"
"Clindamycin","4","Resistant","Resistant","Resistant",2018,"Site 15","2742"
"Enrofloxacin","0.25","Susceptible","Susceptible","Susceptible",2018,"Site 15","2742"
"Florfenicol","2","Susceptible","Susceptible","Susceptible",2018,"Site 15","2742"
"Gentamicin","8","Intermediate","Susceptible","Resistant",2018,"Site 15","2742"
"Neomycin","> 32.0000","Resistant","Resistant","Resistant",2018,"Site 15","2742"
"Penicillin","<= 0.1200","Susceptible","Susceptible","Susceptible",2018,"Site 15","2742"
"Sulphadimethoxine","> 256.0000","Resistant","Resistant","Resistant",2018,"Site 15","2742"
"Spectinomycin","> 64.0000","Resistant","Resistant","Resistant",2018,"Site 15","2742"
"Tetracycline","4","Intermediate","Susceptible","Resistant",2018,"Site 15","2742"
"Tiamulin","> 32.0000","Resistant","Resistant","Resistant",2018,"Site 15","2742"
"Tilmicosin","8","Susceptible","Susceptible","Susceptible",2018,"Site 15","2742"
"Trimethoprim Sulphamethoxazole","<= 2.0000","No Interpretation","Susceptible","Susceptible",2018,"Site 15","2742"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2019,"Site 15","2937"
"Ceftiofur","<= 0.2500","Susceptible","Susceptible","Susceptible",2019,"Site 15","2937"
"Clindamycin","<= 0.2500","Susceptible","Susceptible","Susceptible",2019,"Site 15","2937"
"Enrofloxacin","0.5","Susceptible","Susceptible","Susceptible",2019,"Site 15","2937"
"Florfenicol","2","Susceptible","Susceptible","Susceptible",2019,"Site 15","2937"
"Gentamicin","8","Intermediate","Susceptible","Resistant",2019,"Site 15","2937"
"Neomycin","16","Resistant","Resistant","Resistant",2019,"Site 15","2937"
"Penicillin","<= 0.1200","Susceptible","Susceptible","Susceptible",2019,"Site 15","2937"
"Sulphadimethoxine","> 256.0000","Resistant","Resistant","Resistant",2019,"Site 15","2937"
"Spectinomycin","16","Susceptible","Susceptible","Susceptible",2019,"Site 15","2937"
"Tetracycline","> 8.0000","Resistant","Resistant","Resistant",2019,"Site 15","2937"
"Tiamulin","4","Susceptible","Susceptible","Susceptible",2019,"Site 15","2937"
"Tilmicosin","8","Susceptible","Susceptible","Susceptible",2019,"Site 15","2937"
"Trimethoprim Sulphamethoxazole","<= 2.0000","No Interpretation","Susceptible","Susceptible",2019,"Site 15","2937"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2016,"Site 16","8747"
"Ceftiofur","<= 0.2500","Susceptible","Susceptible","Susceptible",2016,"Site 16","8747"
"Chlortetracycline","> 8.0000","Resistant","Resistant","Resistant",2016,"Site 16","8747"
"Clindamycin","8","Resistant","Resistant","Resistant",2016,"Site 16","8747"
"Enrofloxacin","0.5","Susceptible","Susceptible","Susceptible",2016,"Site 16","8747"
"Florfenicol","2","Susceptible","Susceptible","Susceptible",2016,"Site 16","8747"
"Gentamicin","4","Susceptible","Susceptible","Susceptible",2016,"Site 16","8747"
"Neomycin","> 32.0000","Resistant","Resistant","Resistant",2016,"Site 16","8747"
"Oxytetracycline","> 8.0000","Resistant","Resistant","Resistant",2016,"Site 16","8747"
"Penicillin","<= 0.1200","Susceptible","Susceptible","Susceptible",2016,"Site 16","8747"
"Sulphadimethoxine","> 256.0000","Resistant","Resistant","Resistant",2016,"Site 16","8747"
"Spectinomycin","16","Intermediate","Susceptible","Susceptible",2016,"Site 16","8747"
"Tiamulin","> 32.0000","Resistant","Resistant","Resistant",2016,"Site 16","8747"
"Tilmicosin","> 64.0000","Resistant","Resistant","Resistant",2016,"Site 16","8747"
"Trimethoprim Sulphamethoxazole","<= 2.0000","Susceptible","Susceptible","Susceptible",2016,"Site 16","8747"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2020,"Site 17","8802"
"Ceftiofur","<= 0.2500","Susceptible","Susceptible","Susceptible",2020,"Site 17","8802"
"Chlortetracycline","> 8.0000","Resistant","Resistant","Resistant",2020,"Site 17","8802"
"Enrofloxacin","0.5","No Interpretation from Sensititre","Susceptible","Susceptible",2020,"Site 17","8802"
"Florfenicol","2","Susceptible","Susceptible","Susceptible",2020,"Site 17","8802"
"Gentamicin","4","No Interpretation from Sensititre","Susceptible","Susceptible",2020,"Site 17","8802"
"Neomycin","8","No Interpretation from Sensititre","Susceptible","Susceptible",2020,"Site 17","8802"
"Oxytetracycline","> 8.0000","Resistant","Resistant","Resistant",2020,"Site 17","8802"
"Penicillin","<= 0.1200","Susceptible","Susceptible","Susceptible",2020,"Site 17","8802"
"Sulphadimethoxine","> 256.0000","Resistant","Resistant","Resistant",2020,"Site 17","8802"
"Spectinomycin","16","Intermediate","Susceptible","Susceptible",2020,"Site 17","8802"
"Tiamulin","1","Susceptible","Susceptible","Susceptible",2020,"Site 17","8802"
"Tilmicosin","> 64.0000","Resistant","Resistant","Resistant",2020,"Site 17","8802"
"Trimethoprim Sulphamethoxazole","<= 2.0000","No Interpretation from Sensititre","Susceptible","Susceptible",2020,"Site 17","8802"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2015,"Site 18","9805"
"Ceftiofur","<= 0.2500","Susceptible","Susceptible","Susceptible",2015,"Site 18","9805"
"Chlortetracycline","> 8.0000","Resistant","Resistant","Resistant",2015,"Site 18","9805"
"Clindamycin","> 16.0000","Resistant","Resistant","Resistant",2015,"Site 18","9805"
"Enrofloxacin","0.25","Susceptible","Susceptible","Susceptible",2015,"Site 18","9805"
"Florfenicol","2","Susceptible","Susceptible","Susceptible",2015,"Site 18","9805"
"Gentamicin","4","Susceptible","Susceptible","Susceptible",2015,"Site 18","9805"
"Neomycin","16","Resistant","Resistant","Resistant",2015,"Site 18","9805"
"Oxytetracycline","> 8.0000","Resistant","Resistant","Resistant",2015,"Site 18","9805"
"Penicillin","<= 0.1200","Susceptible","Susceptible","Susceptible",2015,"Site 18","9805"
"Sulphadimethoxine","> 256.0000","Resistant","Resistant","Resistant",2015,"Site 18","9805"
"Spectinomycin","16","Intermediate","Susceptible","Susceptible",2015,"Site 18","9805"
"Tiamulin","1","Susceptible","Susceptible","Susceptible",2015,"Site 18","9805"
"Tilmicosin","> 64.0000","Resistant","Resistant","Resistant",2015,"Site 18","9805"
"Trimethoprim Sulphamethoxazole","<= 2.0000","Susceptible","Susceptible","Susceptible",2015,"Site 18","9805"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2018,"Site 19","7408"
"Ceftiofur","<= 0.2500","Susceptible","Susceptible","Susceptible",2018,"Site 19","7408"
"Chlortetracycline","> 8.0000","Resistant","Resistant","Resistant",2018,"Site 19","7408"
"Clindamycin","> 16.0000","Resistant","Resistant","Resistant",2018,"Site 19","7408"
"Enrofloxacin","<= 0.1200","Susceptible","Susceptible","Susceptible",2018,"Site 19","7408"
"Florfenicol","2","Susceptible","Susceptible","Susceptible",2018,"Site 19","7408"
"Gentamicin","2","Susceptible","Susceptible","Susceptible",2018,"Site 19","7408"
"Neomycin","8","Susceptible","Susceptible","Susceptible",2018,"Site 19","7408"
"Oxytetracycline","> 8.0000","Resistant","Resistant","Resistant",2018,"Site 19","7408"
"Penicillin","<= 0.1200","Susceptible","Susceptible","Susceptible",2018,"Site 19","7408"
"Sulphadimethoxine","> 256.0000","Resistant","Resistant","Resistant",2018,"Site 19","7408"
"Spectinomycin","16","Intermediate","Susceptible","Susceptible",2018,"Site 19","7408"
"Tiamulin","2","Susceptible","Susceptible","Susceptible",2018,"Site 19","7408"
"Tilmicosin","> 64.0000","Resistant","Resistant","Resistant",2018,"Site 19","7408"
"Trimethoprim Sulphamethoxazole","<= 2.0000","Susceptible","Susceptible","Susceptible",2018,"Site 19","7408"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2019,"Site 19","4748"
"Ceftiofur","<= 0.2500","Susceptible","Susceptible","Susceptible",2019,"Site 19","4748"
"Clindamycin","> 16.0000","Resistant","Resistant","Resistant",2019,"Site 19","4748"
"Enrofloxacin","0.5","Susceptible","Susceptible","Susceptible",2019,"Site 19","4748"
"Florfenicol","2","Susceptible","Susceptible","Susceptible",2019,"Site 19","4748"
"Gentamicin","4","Susceptible","Susceptible","Susceptible",2019,"Site 19","4748"
"Neomycin","16","Resistant","Resistant","Resistant",2019,"Site 19","4748"
"Penicillin","<= 0.1200","Susceptible","Susceptible","Susceptible",2019,"Site 19","4748"
"Sulphadimethoxine","> 256.0000","Resistant","Resistant","Resistant",2019,"Site 19","4748"
"Spectinomycin","16","Susceptible","Susceptible","Susceptible",2019,"Site 19","4748"
"Tetracycline","> 8.0000","Resistant","Resistant","Resistant",2019,"Site 19","4748"
"Tiamulin","1","Susceptible","Susceptible","Susceptible",2019,"Site 19","4748"
"Tilmicosin","> 16.0000","Resistant","Resistant","Resistant",2019,"Site 19","4748"
"Trimethoprim Sulphamethoxazole","<= 2.0000","No Interpretation","Susceptible","Susceptible",2019,"Site 19","4748"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2019,"Site 19","4748"
"Ceftiofur","<= 0.2500","Susceptible","Susceptible","Susceptible",2019,"Site 19","4748"
"Clindamycin","> 16.0000","Resistant","Resistant","Resistant",2019,"Site 19","4748"
"Enrofloxacin","0.25","Susceptible","Susceptible","Susceptible",2019,"Site 19","4748"
"Florfenicol","2","Susceptible","Susceptible","Susceptible",2019,"Site 19","4748"
"Gentamicin","4","Susceptible","Susceptible","Susceptible",2019,"Site 19","4748"
"Neomycin","16","Resistant","Resistant","Resistant",2019,"Site 19","4748"
"Penicillin","<= 0.1200","Susceptible","Susceptible","Susceptible",2019,"Site 19","4748"
"Sulphadimethoxine","> 256.0000","Resistant","Resistant","Resistant",2019,"Site 19","4748"
"Spectinomycin","16","Susceptible","Susceptible","Susceptible",2019,"Site 19","4748"
"Tetracycline","> 8.0000","Resistant","Resistant","Resistant",2019,"Site 19","4748"
"Tiamulin","1","Susceptible","Susceptible","Susceptible",2019,"Site 19","4748"
"Tilmicosin","> 16.0000","Resistant","Resistant","Resistant",2019,"Site 19","4748"
"Trimethoprim Sulphamethoxazole","<= 2.0000","No Interpretation","Susceptible","Susceptible",2019,"Site 19","4748"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2020,"Site 19","1891"
"Ceftiofur","<= 0.2500","Susceptible","Susceptible","Susceptible",2020,"Site 19","1891"
"Chlortetracycline","> 8.0000","Resistant","Resistant","Resistant",2020,"Site 19","1891"
"Enrofloxacin","0.5","No Interpretation from Sensititre","Susceptible","Susceptible",2020,"Site 19","1891"
"Florfenicol","2","Susceptible","Susceptible","Susceptible",2020,"Site 19","1891"
"Gentamicin","4","No Interpretation from Sensititre","Susceptible","Susceptible",2020,"Site 19","1891"
"Neomycin","32","No Interpretation from Sensititre","Resistant","Resistant",2020,"Site 19","1891"
"Oxytetracycline","> 8.0000","Resistant","Resistant","Resistant",2020,"Site 19","1891"
"Penicillin","<= 0.1200","Susceptible","Susceptible","Susceptible",2020,"Site 19","1891"
"Sulphadimethoxine","> 256.0000","Resistant","Resistant","Resistant",2020,"Site 19","1891"
"Spectinomycin","16","Intermediate","Susceptible","Susceptible",2020,"Site 19","1891"
"Tiamulin","2","Susceptible","Susceptible","Susceptible",2020,"Site 19","1891"
"Tilmicosin","> 64.0000","Resistant","Resistant","Resistant",2020,"Site 19","1891"
"Trimethoprim Sulphamethoxazole","<= 2.0000","No Interpretation from Sensititre","Susceptible","Susceptible",2020,"Site 19","1891"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2018,"Site 20","5289"
"Ceftiofur","<= 0.2500","Susceptible","Susceptible","Susceptible",2018,"Site 20","5289"
"Chlortetracycline","> 8.0000","Resistant","Resistant","Resistant",2018,"Site 20","5289"
"Clindamycin","<= 0.2500","Susceptible","Susceptible","Susceptible",2018,"Site 20","5289"
"Enrofloxacin","0.5","Susceptible","Susceptible","Susceptible",2018,"Site 20","5289"
"Florfenicol","2","Susceptible","Susceptible","Susceptible",2018,"Site 20","5289"
"Gentamicin","4","Susceptible","Susceptible","Susceptible",2018,"Site 20","5289"
"Neomycin","8","Susceptible","Susceptible","Susceptible",2018,"Site 20","5289"
"Oxytetracycline","> 8.0000","Resistant","Resistant","Resistant",2018,"Site 20","5289"
"Penicillin","<= 0.1200","Susceptible","Susceptible","Susceptible",2018,"Site 20","5289"
"Sulphadimethoxine","<= 256.0000","Susceptible","Susceptible","Susceptible",2018,"Site 20","5289"
"Spectinomycin","16","Intermediate","Susceptible","Susceptible",2018,"Site 20","5289"
"Tiamulin","2","Susceptible","Susceptible","Susceptible",2018,"Site 20","5289"
"Tilmicosin","8","Susceptible","Susceptible","Susceptible",2018,"Site 20","5289"
"Trimethoprim Sulphamethoxazole","<= 2.0000","Susceptible","Susceptible","Susceptible",2018,"Site 20","5289"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2018,"Site 20","1177"
"Ceftiofur","<= 0.2500","Susceptible","Susceptible","Susceptible",2018,"Site 20","1177"
"Chlortetracycline","> 8.0000","Resistant","Resistant","Resistant",2018,"Site 20","1177"
"Clindamycin","<= 0.2500","Susceptible","Susceptible","Susceptible",2018,"Site 20","1177"
"Enrofloxacin","0.25","Susceptible","Susceptible","Susceptible",2018,"Site 20","1177"
"Florfenicol","2","Susceptible","Susceptible","Susceptible",2018,"Site 20","1177"
"Gentamicin","4","Susceptible","Susceptible","Susceptible",2018,"Site 20","1177"
"Neomycin","16","Resistant","Resistant","Resistant",2018,"Site 20","1177"
"Oxytetracycline","> 8.0000","Resistant","Resistant","Resistant",2018,"Site 20","1177"
"Penicillin","<= 0.1200","Susceptible","Susceptible","Susceptible",2018,"Site 20","1177"
"Sulphadimethoxine","> 256.0000","Resistant","Resistant","Resistant",2018,"Site 20","1177"
"Spectinomycin","16","Intermediate","Susceptible","Susceptible",2018,"Site 20","1177"
"Tiamulin","2","Susceptible","Susceptible","Susceptible",2018,"Site 20","1177"
"Tilmicosin","<= 4.0000","Susceptible","Susceptible","Susceptible",2018,"Site 20","1177"
"Trimethoprim Sulphamethoxazole","<= 2.0000","Susceptible","Susceptible","Susceptible",2018,"Site 20","1177"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2020,"Site 20","6762"
"Ceftiofur","<= 0.2500","Susceptible","Susceptible","Susceptible",2020,"Site 20","6762"
"Clindamycin","> 16.0000","Resistant","Resistant","Resistant",2020,"Site 20","6762"
"Enrofloxacin","0.25","Susceptible","Susceptible","Susceptible",2020,"Site 20","6762"
"Florfenicol","2","Susceptible","Susceptible","Susceptible",2020,"Site 20","6762"
"Gentamicin","4","No Interpretation","Susceptible","Susceptible",2020,"Site 20","6762"
"Neomycin","16","Resistant","Resistant","Resistant",2020,"Site 20","6762"
"Penicillin","<= 0.1200","Susceptible","Susceptible","Susceptible",2020,"Site 20","6762"
"Sulphadimethoxine","> 256.0000","Resistant","Resistant","Resistant",2020,"Site 20","6762"
"Spectinomycin","16","No Interpretation","Susceptible","Susceptible",2020,"Site 20","6762"
"Tetracycline","> 8.0000","Resistant","Resistant","Resistant",2020,"Site 20","6762"
"Tiamulin","1","Susceptible","Susceptible","Susceptible",2020,"Site 20","6762"
"Tilmicosin","> 16.0000","Resistant","Resistant","Resistant",2020,"Site 20","6762"
"Trimethoprim Sulphamethoxazole","<= 2.0000","No Interpretation","Susceptible","Susceptible",2020,"Site 20","6762"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2018,"Site 21","9928"
"Ceftiofur","<= 0.2500","Susceptible","Susceptible","Susceptible",2018,"Site 21","9928"
"Chlortetracycline","> 8.0000","Resistant","Resistant","Resistant",2018,"Site 21","9928"
"Clindamycin","16","Resistant","Resistant","Resistant",2018,"Site 21","9928"
"Enrofloxacin","0.5","Susceptible","Susceptible","Susceptible",2018,"Site 21","9928"
"Florfenicol","1","Susceptible","Susceptible","Susceptible",2018,"Site 21","9928"
"Gentamicin","2","Susceptible","Susceptible","Susceptible",2018,"Site 21","9928"
"Neomycin","16","No Interpretation from Sensititre","Resistant","Resistant",2018,"Site 21","9928"
"Oxytetracycline","> 8.0000","Resistant","Resistant","Resistant",2018,"Site 21","9928"
"Penicillin","<= 0.1200","Susceptible","Susceptible","Susceptible",2018,"Site 21","9928"
"Sulphadimethoxine","<= 256.0000","Susceptible","Susceptible","Susceptible",2018,"Site 21","9928"
"Spectinomycin","32","No Interpretation from Sensititre","Susceptible","Susceptible",2018,"Site 21","9928"
"Tiamulin","> 32.0000","Resistant","Resistant","Resistant",2018,"Site 21","9928"
"Tilmicosin","<= 4.0000","No Interpretation from Sensititre","Susceptible","Susceptible",2018,"Site 21","9928"
"Trimethoprim Sulphamethoxazole","<= 2.0000","Susceptible","Susceptible","Susceptible",2018,"Site 21","9928"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2014,"Site 22","3747"
"Ceftiofur","<= 0.2500","Susceptible","Susceptible","Susceptible",2014,"Site 22","3747"
"Chlortetracycline","> 8.0000","Resistant","Resistant","Resistant",2014,"Site 22","3747"
"Clindamycin","> 16.0000","Resistant","Resistant","Resistant",2014,"Site 22","3747"
"Enrofloxacin","0.5","Susceptible","Susceptible","Susceptible",2014,"Site 22","3747"
"Florfenicol","4","Intermediate","Susceptible","Resistant",2014,"Site 22","3747"
"Gentamicin","8","Intermediate","Susceptible","Resistant",2014,"Site 22","3747"
"Neomycin","32","Resistant","Resistant","Resistant",2014,"Site 22","3747"
"Oxytetracycline","> 8.0000","Resistant","Resistant","Resistant",2014,"Site 22","3747"
"Penicillin","0.25","Intermediate","Susceptible","Resistant",2014,"Site 22","3747"
"Sulphadimethoxine","> 256.0000","Resistant","Resistant","Resistant",2014,"Site 22","3747"
"Spectinomycin","32","Intermediate","Susceptible","Susceptible",2014,"Site 22","3747"
"Tiamulin","<= 0.5000","Susceptible","Susceptible","Susceptible",2014,"Site 22","3747"
"Tilmicosin","> 64.0000","Resistant","Resistant","Resistant",2014,"Site 22","3747"
"Trimethoprim Sulphamethoxazole","<= 2.0000","Susceptible","Susceptible","Susceptible",2014,"Site 22","3747"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2018,"Site 22","2673"
"Ceftiofur","<= 0.2500","Susceptible","Susceptible","Susceptible",2018,"Site 22","2673"
"Clindamycin","> 16.0000","Resistant","Resistant","Resistant",2018,"Site 22","2673"
"Enrofloxacin","0.25","Susceptible","Susceptible","Susceptible",2018,"Site 22","2673"
"Florfenicol","2","Susceptible","Susceptible","Susceptible",2018,"Site 22","2673"
"Gentamicin","4","Susceptible","Susceptible","Susceptible",2018,"Site 22","2673"
"Neomycin","16","Resistant","Resistant","Resistant",2018,"Site 22","2673"
"Penicillin","<= 0.1200","Susceptible","Susceptible","Susceptible",2018,"Site 22","2673"
"Sulphadimethoxine","> 256.0000","Resistant","Resistant","Resistant",2018,"Site 22","2673"
"Spectinomycin","16","Susceptible","Susceptible","Susceptible",2018,"Site 22","2673"
"Tetracycline","> 8.0000","Resistant","Resistant","Resistant",2018,"Site 22","2673"
"Tiamulin","2","Susceptible","Susceptible","Susceptible",2018,"Site 22","2673"
"Tilmicosin","> 16.0000","Resistant","Resistant","Resistant",2018,"Site 22","2673"
"Trimethoprim Sulphamethoxazole","<= 2.0000","No Interpretation","Susceptible","Susceptible",2018,"Site 22","2673"
"Ampicillin","16","Resistant","Resistant","Resistant",2019,"Site 22","8887"
"Ceftiofur","8","Resistant","Resistant","Resistant",2019,"Site 22","8887"
"Clindamycin","> 16.0000","Resistant","Resistant","Resistant",2019,"Site 22","8887"
"Enrofloxacin","> 2.0000","Resistant","Resistant","Resistant",2019,"Site 22","8887"
"Florfenicol","2","Susceptible","Susceptible","Susceptible",2019,"Site 22","8887"
"Gentamicin","> 16.0000","Resistant","Resistant","Resistant",2019,"Site 22","8887"
"Neomycin","> 32.0000","Resistant","Resistant","Resistant",2019,"Site 22","8887"
"Penicillin","> 8.0000","Resistant","Resistant","Resistant",2019,"Site 22","8887"
"Sulphadimethoxine","> 256.0000","Resistant","Resistant","Resistant",2019,"Site 22","8887"
"Spectinomycin","> 64.0000","No Interpretation","Resistant","Resistant",2019,"Site 22","8887"
"Tetracycline","> 8.0000","Resistant","Resistant","Resistant",2019,"Site 22","8887"
"Tiamulin","> 32.0000","Resistant","Resistant","Resistant",2019,"Site 22","8887"
"Tilmicosin","> 16.0000","Resistant","Resistant","Resistant",2019,"Site 22","8887"
"Trimethoprim Sulphamethoxazole","<= 2.0000","No Interpretation","Susceptible","Susceptible",2019,"Site 22","8887"
"Ampicillin","<= 0.2500","Susceptible","Susceptible","Susceptible",2015,"Site 22","4007"
"Ceftiofur","2","Susceptible","Susceptible","Susceptible",2015,"Site 22","4007"
"Chlortetracycline","> 8.0000","Resistant","Resistant","Resistant",2015,"Site 22","4007"
"Clindamycin","> 16.0000","Resistant","Resistant","Resistant",2015,"Site 22","4007"
"Enrofloxacin","0.25","Susceptible","Susceptible","Susceptible",2015,"Site 22","4007"
"Florfenicol","2","Susceptible","Susceptible","Susceptible",2015,"Site 22","4007"
"Gentamicin","4","Susceptible","Susceptible","Susceptible",2015,"Site 22","4007"
"Neomycin","16","Resistant","Resistant","Resistant",2015,"Site 22","4007"
